64 64
3
7
19
10 46
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;    0;    0;    0;    0;    0;   14;   14;   14;   14;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;    0;    0;    0;    0;    0;    0;   14;   14;   14;    0;    0;   14;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;   14;   14;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;    0;    0;   14;   14;   14;   14;  14M;    0;    0;    0;    0;    0;    0;    0;    0;   14;  14M;  14M;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;   14;   14;   14;   14;    0;    0;    0;    0;    0;   14;   14;  14M;  14M;   14;  14M;  14M;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;  14M;  14M;    0;   14;   14;    0;    0;   14;   14;   14;   14;   14;   14;   14;  14M;    0;   5M;    5;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;   14;    0;    0;   14;   14;   14;   14;   14;   14;   13;   13;  13M;    5;    5;    5;   5M;   5M;    5;    5;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;   14;   14;  14M;  14M;   14;   14;   14;   14;   14;    0;   13;  13M;  13M;    5;   5M;   5M;    5;   5M;   5M;    5;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;    0;    0;   14;   14;  14M;  14M;  14M;  14M;   14;   14;   14;   14;   13;  13M;  13M;   5M;   5M;   5M;   5M;   5M;   5M;   5M;    5;    0;    0;   5P;    5;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;  14M;   14;   14;  14M;  14M;  14M;   14;  14M;   14;   14;   14;    0;   13;  13M;    5;   5M;    5;    5;   5M;   5M;   5M;    5;    5;    5;    5;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;  14M;  14M;    0;   14;   14;   14;  14M;   14;  14M;  13M;  13M;    0;   14;  14M;    0;   13;   13;   13;    5;    5;    5;    5;   5M;   5M;    5;    5;   5M;    5;    5;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;  14M;  14M;  14M;  14M;   14;   14;   14;   14;  13M;  13M;  13M;   13;   13;   13;   13;   13;   13;   13;    5;    5;    5;   5M;    5;   5M;   5M;   5M;   5M;    0;    5;    5;    0;    0;    0;    0;    0;    6;    0;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;    0;    0;  14M;  14M;   14;  14M;   14;   10;   13;  13M;   9M;   13;   13;   13;   13;   13;  13M;    5;    0;    5;   5M;   5M;   5M;   5M;    5;   5M;   5M;   5M;    5;    5;    0;    0;    0;    0;    0;    6;    6;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;   14;   14;   14;  14M;  14P;    0;    0;   10;  13M;    9;   9M;   9M;   13;   13;    5;   13;   13;    5;    5;    5;    5;   5M;   5M;    5;    0;    0;    0;    5;    5;    5;    0;    0;    6;    0;    0;    6;   6M;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;   14;   14;   14;   14;   14;   14;    0;   11;    0;    0;  10M;   12;   9M;    9;   5M;   5M;   13;    5;    5;    5;    5;    5;    5;    5;    5;    5;    5;    0;    0;    6;    5;    5;    6;    0;    6;    6;    0;    0;    6;   6M;    0;    0;    0;    0;    0;    0;    0
   0;    0;    2;    2;    2;   2M;    0;    0;    0;    0;    0;    0;    0;    0;   14;  14P;   14;    0;   14;   14;   14;   14;    2;    0;   11;   11;  11M;   10;  10M;   9M;    9;    9;   5M;    5;   5M;   5P;    5;    5;    5;    6;    5;    5;   5M;   5M;    5;    0;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    0;    0;    0;    0;    0;    0;    0
   0;    0;    0;    2;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;   14;    0;    0;    0;   14;   14;    2;    2;   11;   11;  10M;   10;  10M;   9M;   9M;    5;    5;   5M;   5M;   5M;    5;    5;    5;    6;    6;    5;    0;   6M;    6;    0;    6;    6;    6;    6;    6;    6;    6;   6M;   6M;    6;    6;    6;    6;    0;    0;    0;    0;    0
   0;    0;    0;   2M;    0;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;   14;    2;    2;    2;    2;    2;    2;    2;    2;  11M;   11;   10;   10;    9;    9;    5;    5;    6;    6;   6M;   6M;    6;    6;    5;    6;    6;    0;    0;    6;   6M;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;   6M;    6;    6;    6;    6;    0;    0;    0;    0
   0;    2;    2;    2;    0;    2;    0;    0;    0;    0;    0;    0;    0;    0;    0;   14;    2;    2;    2;    2;    2;    2;    2;   2M;  11M;   15;   15;    9;   9M;   9M;    5;   5M;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;   6M;   6M;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;   6M;    6;    6;    6;    6;    0;    0;    0
   0;    2;    2;    2;    2;    2;    0;    0;    2;    2;    2;    2;    0;    0;    2;    0;    2;    0;    2;    2;   2M;   2M;   2M;   2M;   2M;  15M;   15;    9;   9M;   5M;   5M;   5M;   6M;    6;    6;   6M;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;    6;   6M;    6;   6M;    6;    6;    6;    0;    0;    0
   0;    2;    2;   2M;    2;    0;    0;    0;    2;    2;   2M;   2M;    0;    0;    2;    2;    2;   2M;   2M;    2;   2M;   2M;   2M;   2M;   15;  15M;   15;   16;   9M;   5M;   5M;    5;   6M;    6;   6M;   6M;   6M;    6;    6;    6;    6;    6;    6;    6;   6M;    6;    6;   6M;    6;    6;    6;    0;    6;    6;    6;    6;   6M;   6M;   6M;    6;   6M;    6;    0;    0
   0;    2;   2M;   2M;    0;    0;    0;    0;    2;   2M;   2M;    0;    2;    2;    2;    2;   2M;   2M;   2M;   2M;   2M;   2M;   2M;   2M;   15;   15;   15;  16M;   17;    5;    5;   5M;    6;    6;   6M;   6M;    6;   7M;   7M;    6;    6;   6M;    6;    6;   6M;   6M;   6M;   7M;   6M;    6;    6;    6;    6;    6;    6;    6;   6M;   6M;    6;    6;   6M;    6;    0;    0
   0;    2;    2;   2M;   2M;    0;    0;    0;    2;   2M;   2M;    0;    2;    2;   2M;   2M;    2;    2;   2M;   2M;    2;   2M;    2;   2M;   2M;   18;   18;  17M;  17M;   17;    4;    4;    4;   6M;   6M;    6;   7M;   7M;   7M;   7M;    7;    7;   7M;   7M;   7M;   7M;   7M;   7M;    7;   7M;    7;    7;    6;    6;    7;    7;    7;    0;    0;    0;    0;    6;    0;    0
   0;    0;    2;    2;    2;    0;    0;    0;   2M;   2M;   2P;    2;    2;   2M;   2M;   2M;    2;    2;    2;   2M;   2M;    2;   2M;   2M;    2;    2;   18;  18M;  17M;  17M;    4;    4;   4M;   3M;   7M;    7;    7;   7M;   7M;   7M;   7M;    7;   7M;   7M;    7;    7;   7M;   7M;    7;    7;   7M;    7;    6;   7M;   7M;   7M;    7;    7;    0;    0;    0;    0;    0;    0
